"","Student.Code","Time","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","blanks"
"4500","KZSQZ0732A",31,"B","B","B","C","C","C","E","C","C","D","F","A","A","B","C","D","ACD","DG","B","C",0
"4501","DTOIF4697L",28,"B","B","B","C","B","C","D","C","C","D","D","A","A","B","C","AB","AD","D","A","CD",0
"4502","WUJQW5698H",21,"B","B","B","C","A","D","D","C","B","D","A","B","A","F","C","AD","ACD","ABF","AB","DD",0
"4503","RXLCI6980F",6,"B","B","B","E","B","B","D","C","C","C","A",NA,NA,"B","BC","B",NA,"ACD",NA,"EF",4
"4504","XSAVE2980H",11,"A","B","B","C","E","A","D","E","B","C","D","C","A","F","CF","B","AD","BF","BC","C",0
"4505","XOTAK9333S",19,"A","B","B","D","D","E","E","C","C","D","B","C","C","E","AC","D","D","ADG","B","C",0
"4506","TOVGY3303W",21,"B","A","B","C","D","C","E","C","C","B","F","B","A","B","CD","D","AD","DG","B","C",0
"4507","PHWCW2651Q",30,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","C","D","ACD","DG","B","C",0
"4508","IYYXT6719F",-2,"A","B","C","B","D","C","C","E","A","C","D","B","C","F","AD","AB","E","D","D","BC",0
"4509","MCOSR1192H",11,"A","C","D","D","C",NA,"D","C","C","B","D","B","A","B","CE","BC","D","CDF","AC","ADF",1
"4510","ZOEOV9170K",4,"A","B","D","C","D","C","D","B","B","D","C","A","D","F","AB","C","AD","AD",NA,"AD",1
"4511","XYYWO6640K",20,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4512","RSIKI2021G",27,"B","B","B","C","A","B","E","C","C","D","E","B","A","F","CE","B","CD","ADG","ABC","C",0
"4513","PYTVZ6102F",30,"B","B","B","C","E","C","E","C","C","B","D","B","A","B","C","AD","ACD","EF","B","C",0
"4514","NLXMB4325I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"4515","IDNHE8265W",21,"A","B","C","D","A","E","A","C","C","C","B","E","E",NA,"BD","B","ABD","BDF","DE","CD",1
"4516","LTZQI0187I",30,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4517","AVYTC5229C",5,"C","A","B","C","C","D","E","C","C","D","B","A","C","B","C","D","A","BCDG","BCD","CD",0
"4518","GLQGG2441U",8,"B","B","B","B","C","D","E","E","B","B","D","B","A","C","BE","AB","ABCD","BCF","AB","CD",0
"4519","JDLBR0455Y",30,"B","B","B","C","B","C","E","C","C","D","D","B","A","B","C","D","ACD","DG","AB","C",0
"4520","WVHGN8462B",17,"A","A","B","D","C","A","D","C","D","D","B","B","A","D","A","C","B","CF","B","E",0
"4521","EZQTO6868L",33,"A","A","B","E","C","C","E","D","C","D","B","B","A","A","BE","D","BD","ACF","A","CD",0
"4522","GEWYX4420U",23,"B","A","B","C","D","C","E","C","C","D","D","A","A","B","CE","D","A","DG","B","C",0
"4523","FBSDK3232B",25,"A","B","B","C","C","E","E","C","C","D","B","C","A","B","CD","B","A","ABDF","AB","CD",0
"4524","CPAOK4462D",20,"B","B","B","C","E","D","E","C","C","D","F","D","A","G","CE","B","ABCD","ABDG","C","BD",0
"4525","XAZGI2534W",25,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","B","A","DG","B","C",0
"4526","QZLUS2272Y",23,"B","B","B","D","D","C","E","D","C","B","F","A","A","B","C","D","AC","EF","AB","CD",0
"4527","TBHBE5477L",12,"B","B","B","D","C","C","D","D","C","D","A","C","A","B","AF","AB","ABCD","ADF","CE","A",0
"4528","LZHCF5511H",6,"A","B","C","D","C","B","C","B","A","C","A","D","A","B","BC","AB","AB","ADG","B","CD",0
"4529","JXBJY8666A",13,"A","A","C","B","A","B","C",NA,"B","B","A","E","C","A","DE","AB","BC","AE","AC","AE",1
"4530","ZXFSW9485G",27,"B","B","B","C","D","C","E","C","C","D","D","B","A","F","C","D","ACD","DG","AB","C",0
"4531","RKIXV3914Q",36,"A","A","B","E","A","C","C","C","B","C","A","C","B","C","BE","AB","BD","BC","B","CD",0
"4532","GIHYZ0763W",6,"A","A","C","B","E","D","D","B","D","B","C","B","B","E","B","AD","AB",NA,"AD","DE",1
"4533","PITBD4008R",4,"A","B","B","D","C","B","B","C","B","D","B","A","C","F","AD","D","AB","ADG","ABE","BC",0
"4534","YQILL9202T",19,"B","B","B","C","D","C","E","C","C","D","A","A","A","B","C","AD","AD","CD","B","C",0
"4535","BIOOP3559N",20,"B","B","B","C","B","C","E","C","C","C","B","B","C","B","CE","C","BD","ABE","B","C",0
"4536","VVMJB8368H",33,"A","B","A","C","D","E","E","C","C","D","F","B","A","B","C","D","BC","G","B","C",0
"4537","AQOQT0325Y",2,"A","C","B","C","A","D","C","C","C","D","C","C","C","D","BE","AC","BD","D","C","E",0
"4538","UJMCE6166T",16,"A","B","B","C","C","D","E","C","C","D","E","A","A","B","ACEF","D","AB","DF","BC","B",0
"4539","MPQZT2202A",27,"A","A","D","D","E","C","E","C","C","D","D","A","D","C","C","B","D","ACDG","A","BF",0
"4540","XNHQD4001O",12,"A","B","C","D","C","B","B","D","B","A","A","A","C","D","AD","D","BC","C","BD",NA,1
"4541","QMAZO1157C",26,"B","B","B","C","A","C","E","C","A","D","F","A","A","B","AF","D","ACD","ACD","AB","CD",0
"4542","EGSGO7014W",14,"A","A","B","B","B","B","A","C","C","A","C","A","B","D","CF","A","AD","BDG","BC","CD",0
"4543","ZKXLL1017D",25,"B","B","B","C","D","C","E","C","B","D","C","B","A","F","ABCEF","AB","A","ABDG","AB","B",0
"4544","GCOLX6620R",30,"B","A","B","E","D","C","E","C","B","D","D","A","A","F","AF","D","BCD","D","A","C",0
"4545","CNSKM9140M",44,"A","B","A","C","D","C","D","C","C","B","F","A","A","B","BE","B","CD","ADF","B","CDF",0
"4546","GIDRU1753W",21,"A","B","B","E","C","E","E","C","C","D","E","A","C","B","AF","B","ABCD","DG","B","C",0
"4547","SXRKI6845B",26,"B","B","B","C","C","D","D","C","C","D","E","A","C","B","BCE","D","E","AD","B","E",0
"4548","MECUG2893A",38,"B","B","B","D","C","D","E","C","C","D","E","A","D","B","C","D","ACD","DG","ABE","C",0
"4549","AWIIR0205W",17,"B","A","B","C","E","D","E","C","C","D","D","A","A","F","C","B","AB","ABG","AB","C",0
"4550","KGVMP3788I",13,"B","B","B","C","C","C","E","C","C",NA,"A","C","C","A","CD","CD","BC","CE","A","CD",1
"4551","CBFPM2377A",13,"D","A","B","C","D","B","D","C","A","D","B","B","C","F","AF","B","B","BE","BCD","BF",0
"4552","WPTTQ3722D",27,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4553","VABUG8703V",23,"B","B","B","E","D","D","E","C","C","D","C","B","A","B","C","AB","A","ABG","ABE","C",0
"4554","ULUBI9380Q",37,"C","B","B","D","B","C","E","C","B","D","A","C","B","B","C","D","ABCD","BE","B","CD",0
"4555","QCTPO1817F",9,"C","C","C","E","C","A","C","D","B","E","C","C","B","F","BD","BCD","BC","ADE","BD",NA,1
"4556","ZMZRM7050U",27,"A","C","A","D","C","C","D","E","B","D","A","C","D","F","BE","BD","AD","ABDF","B","C",0
"4557","SKENC3927R",30,"A","B","C","C","C","C","D","C","B","D","D","B","A","F","A","B","AB","DF","B","B",0
"4558","JALHI3128J",24,"B","A","D","C","B","C","A","C","A","A","D","B","A","F","AD","B","D","DG","C","BF",0
"4559","GMCPL3768G",21,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","CD","D","CD","ADG","AB","C",0
"4560","NELPF0655V",6,"A","B","C","C","B","A","C","C","A","D",NA,"E","B","F",NA,"AB","ABCD","ACDEF","CE","ABDE",2
"4561","GDQEV4813K",8,"A","B","C","D","C","D","D","C","C","C","E","D","A","A","C","D","B","E","B","CD",0
"4562","PQFIE8868Y",27,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4563","KYKED0613H",10,"A","A","D","C","C","B","C","E","B","C","D","B","A","B","BCF","D","BCD","DF","BC","D",0
"4564","ENWXL1084Q",26,"A","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4565","AFXJS6247F",38,"B","B","B","C","C","C","E","C","C","D","B","A","A","B","ABCEF","B","A","F","AB","C",0
"4566","MDQUW3747Q",16,"A","A","E","C","E","D","D","C","C","B","C","B","C","D","AB","A","BD","BC","A","ACD",0
"4567","TMXQN4439U",19,"A","B","B","E","C","A","C","C","B","E","D","A","E","D","C","AB","A","AEG","ACE","BEF",0
"4568","PKEQF5152D",27,"A","A","B","E","D","D","E","C","B","D","A","B","A","B","AF","D","ACD","DG","BD","B",0
"4569","EKBGH1553B",20,"A","B","B","E","C","C","E","C","B","B","B","D","C","B","AF","D","E","B","AB","CD",0
"4570","ESFQW8997Y",21,"A","B","B","A","A","B","E","D","C","D","A","B","D","B","AF","D","BC","BCF","B","D",0
"4571","RTVRO9951M",30,"A","B","B","C","F","A","B","E","B","D","C","A","C","E","ABF","D","AC","ACEF","ACD","BD",0
"4572","IVDMN6630A",9,"A","A","B","D","D","D","D","D","A","B","B","E","C","A","AF","ABC","D","ACD","AE","CD",0
"4573","JDRLP3816H",13,"A","A","E","D","C","B","C","D","B","C","E","E","D","F","BD","D","ACD","AD","BD","D",0
"4574","WRORM9612Q",8,"A","B","C","D","C","D","D","C","E","D","C","C","A","C","BE","BD","ABCD","BD","BC","D",0
"4575","RTWYH7203B",25,"B","A","B","C","C","D","D","C","C","D","E","B","C","C","BCE","B","C","ABCD","BC","DE",0
"4576","QCYVV4852J",19,"A","B","B","A","D","C","E","D","B","D","B","B","A","D","ABF","B","E","ADF","B","C",0
"4577","WSSNT8068J",6,"A","C","C","E","C","A","C","B","D","C","B","D","E","C","BDE","B","C","ADF","DD","BD",0
"4578","XCBPS5452H",21,"B","A","A","C","B","B","E","C","D","B","F","B","C","C","BC","D","BD","DG","ABCE","AD",0
"4579","QVWEI8391P",1,"B","B","B","B","F","C","C","C","D","E","D","D","D","E","BD","C","AD","CDF",NA,"C",1
"4580","CFPXQ1153X",31,"B","B","B","E","C","C","D","C","C","D","D","A","C","F","C","D","A","EF","C","C",0
"4581","YTZBJ0229V",29,"B","B","B","C","C","C","E","C","C","A","F","A","A","B","AF","D","ACD","DF",NA,"C",1
"4582","PNLPD3968P",12,"A","B","C","E","C","D","D","C","B","D","C","C","D","B","F","AB","AB","BCE","AC","CDE",0
"4583","JXBIU5711G",29,"A","A","C","B",NA,"D","D","D",NA,NA,"C","E","B","A",NA,"BC",NA,"CD","CE","AE",5
"4584","WSSZB4196Y",40,"B","B","B","C","B","D","D","C","C","B","F","B","A","G","BD","D","AD","ABCEF","B","C",0
"4585","WVOZK5455F",26,"B","B","B","C","C","C","E","C","B","D","B","A","A","F","AF",NA,"A","ADG","AB",NA,2
"4586","NIZYY6267E",20,"A","B","B","C","D","C","D","C","B","D","E","A","A","G","C","B","B","DE","A","CD",0
"4587","HWVRV0880C",18,"A","B","B","C","C","B","D","C","C","D","E","A","A","F","AF","D","B","DG","AB","B",0
"4588","ZIGHK6990M",18,"A","B","C","D","C","D","E","C","C","B","B","B","A","F","CE","D","CD","BD","CE","C",0
"4589","FPFVO3710L",45,"A","B","B","C","C","D","C","C","B","D","A","A","A","F","AC","D","ACD","ACEF",NA,"CDE",1
"4590","MCPRZ4221M",30,"A","B","B","C","D","C","D","C","C","D","D","B","A","B","C","D","AD","DG","B","C",0
"4591","KNXUF5103E",26,"B","B","B","C","D","E","D","C","B","D","A","A","D","B","C","D","A","DG","B","C",0
"4592","EBJRI0245U",20,"B","B","B","D","C","C","E","E","D","D","B","A","A","B","C","AD","CD","DG","B","C",0
"4593","KLYKV0502V",25,"B","A","B","C","D","D","E","C","C","D","B","B","A","F","C","D","AD","ABCEF","B","C",0
"4594","PNSYK0210R",28,"B","B","B","C","D","C","E","C","C","B","D","A","A","B","CF","AD","ACD","DG","AC","B",0
"4595","JZBRC4620O",31,"B","B","B","C","C","C","E","C","C","D","D","A","A","B","C","D","ACD","DG","B","C",0
"4596","YTBFF9225I",19,"A","B","B","E","C","E","E","C","C","D","D","A","A","F","ABDF","B","ACD","BDF","A","B",0
"4597","MIQXU7242F",41,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","AF","D","AD","DG","A","C",0
"4598","NGKJG8653C",35,"B","B","B","C","D","D","E","C","C","D","E","B","A","B","C","D","ACD","DG","B","C",0
"4599","ZXNZJ8497G",36,"B","A","B","C","A","D","E","C","C","D","B","A","A","D","C","D","A","AC","A","B",0
"4600","UQNRK6106A",20,"B","A","B","C","C","A","E","D","A","D","F","A","B","E","BE","AD","ACD","ACD","ABE","E",0
"4601","IDUDX6674G",25,"A","B","A","C","A","C","E","B","C","D","B","B","A","C","ABD","B","D","ACDG","AB","BD",0
"4602","KILPC2003V",37,"B","B","B","C","F","C","E","E","C","D","E","A","A","B","C","D","E","DG","B","C",0
"4603","RUVRT6095F",31,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4604","VOMQO1602D",33,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4605","MFHBW4974X",20,"A","B","B","D","C","B","D","D","C","E","A","D","A","B","D","AD","ACD","ACDF","ABCDE","D",0
"4606","GYMUE7366K",37,"A","B","B","C","C","C","D","C","C","D","A","A","E","D","C","D","A","CF","BD","B",0
"4607","GMNHO6207X",30,"C","B","B","C","D","D","E","C","A","D","D","B","A","F","C","D","E","ADG","A","C",0
"4608","QACZX8612V",21,"B","A","B","C","F","C","E","C","C","D","B","B","A","B","AF","B","ACD",NA,"BE","C",1
"4609","JKGJO5924P",20,"A","A","B","C","E","B","D","C","D","D","B","D","C","C","BCE","D","AC","EF","A","C",0
"4610","ZMKMC9775T",27,"A","B","B","C","C","C","E","C","B","D","E","B","A","F","C","B","AD","D","B","C",0
"4611","IHJAR6555D",25,"B","B","B","C","C","C","E","C","C","D","C","A","A","B","C","D","A","DG","AC","C",0
"4612","ZXIRA7992P",13,"B","A","B","D","D","D","A","E","D","B","A","B","C","E","CE","B","E","CDF",NA,"DF",1
"4613","FTXWN5566C",16,"B","B","B","D","C","D","D","C","C","D","E","A","A","B","CE","D","ACD","DG","A","C",0
"4614","TYKAX8845K",32,"B","B","B","C","D","C","E","C","B","D","D","B","A","B","C","B","A","DG","B","C",0
"4615","JTIMV6672M",15,"B","B","A","C","D","E","C","C","C","A","E","E","C","F","A","AB","CD","E","B","AE",0
"4616","YCZCT2753P",10,"B","B","B","A","C","D","B","B","B","C","A","B","C","E","CD","C","BC","BFG","BD","E",0
"4617","ZUFVT9171X",13,"A","A","D","E","C","B","D","D","C","B","E","B","C","G","ABCDEF","B","ABCD","CE","A","A",0
"4618","DPEEG1441G",15,"A","B","B","E","D","A","D","C","D","D","D","B","A","B","AF","D","D","ABD","B","C",0
"4619","NUGAQ6561N",8,"B","B","B","C","E","D","D","C","D","D","D","B","D","B","D","BD","AB","CD","CD","C",0
"4620","QPMZY2821N",12,"B","B","C","E","B","D","E","C","C","D","A","A","A","F","BE","D","ABCD","ABG","B","C",0
"4621","JVUQV2128H",12,"B","B","B","B","D","E","A","C","D","D","B","B","A","B","CE","B","E","ACF","AB","AD",0
"4622","IVMBE4091P",35,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","D","D","ACDF","A","C",0
"4623","MYUYL9480O",23,"A","A","B","C","D","D","E","C","B","D","B","A","A","F","AF","D","AC","DF","A","CDE",0
"4624","UCRXS2053N",29,"B","B","A","C","C","D","D","C","C","D","B","A","C","F","C","B","AB","CD","BC","BDE",0
"4625","KLIRV3770T",20,"A","B","B","C","D","E","E","C","C","D","E","A","B","B","C","D","ACD","ABDG","AC","C",0
"4626","NUXID2347L",16,"B","A","A","D","E","B","E","C","A","B","B","B","A","D","BE",NA,"AB","ACDG","BD","BF",1
"4627","MVIAD9214O",32,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","C","D","ACD","DG","B","C",0
"4628","PXMNN1789H",43,"A","B","B","E","F","B","E","C","C","D","C","B","A","B","AB","D","AD","DF","B","C",0
"4629","YPMCW2567T",29,"B","B","B","C","E","E","E","C","C","D","D","B","A","B","AF","A","A","DG","CD","C",0
"4630","UMBWO5813Z",13,"C","B","D","D","C","B","C","B","B","D","C","C","A","C","CD","BD","ABD","BC","E","C",0
"4631","NAWYD1492N",28,"B","A","B","C","C","C","E","C","C","D","C","A","A","F","CF","B","A","ADG","ABC","C",0
"4632","ERSOR3455H",25,"B","B","C","C","C","C","E","C","C","D","B","C","C","B","AF","AB","ABCD","ADG","B","C",0
"4633","TFVVW1649H",17,"A","A","C","B","D","B","D","B","A","C","B","D","C","D","AB","BC","BD","BDF","ABD","CDE",0
"4634","VQIJJ0355P",22,"B","B","C","C","C","B","C","E","A","B","C","B","A","F","ABCEF","BD","AB","DF","D","CDE",0
"4635","TRYDE3282U",27,"B","A","B","E","C","E","E","E","C","D","C","B","A","C","AE","B","A","CE","AB","C",0
"4636","JRVEE5104T",17,"B","B","B","C","C","C","E","C","C","D","E","A","A","F","C","D","ACD","CDF","B","C",0
"4637","BZBQD3922S",32,"B","A","B","C","D","D","C","C","C","D","C","B","C","B","CD","BC","AD","ABDF","B",NA,1
"4638","TTTJF5788A",19,"A","A","A","A","D","B","D","C","D","E","B",NA,"A","F","B","D","D","D","E","BD",1
"4639","QGTIJ3253R",33,"A","B","B","C","A","C","E","C","C","D","E","A","A","B","AF","D","ACD","CDG","D","B",0
"4640","JHMNE9211P",15,"A","B","B","C","C","C","D","C","B","E","E","D","A","F","BC","AB","ACD","ADG","BD","CD",0
"4641","SVNUF7476J",22,"A","B","B","C","A","D","E","C","C","D","F","B","A","B","CD","D","A","AF","BC","C",0
"4642","HYTWZ3259Q",22,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","AB","C",0
"4643","VTCKT2866E",38,"B","B","B","C","D","C","D","C","D","D","B","A","A","F","C","D","B","DG","AB","C",0
"4644","CDLPA8724X",29,"A","B","B","C","D","C","E","C","C","D","E","A","A","B","C","AD","A","DG","B","C",0
"4645","WPWBI6235N",35,"B","B","B","C","C","C","E","E","C","D","A","A","A",NA,"ACF","D","C","DG","ABC","AD",1
"4646","CMXLY8097I",25,"B","B","C","C","D","D","E","E","C","D","E","A","A","B","C","D","BD","DG","B","C",0
"4647","WUWUP0129M",23,"B","A","B","C","A","B","E","C","B","B","D","A","B","F","CD","AB","B","ABDG","B","DE",0
"4648","DRIEF4233A",34,"B","B","B","C","E","B","D","E","C","D","C","B","A","F","ABD","B","BCD","ABDG","BE","BD",0
"4649","PINJZ6732K",34,"B","B","B","C","E","E","E","C","E","D","D","A","C","F","CE","B","ABD","AD","C","C",0
"4650","WYMDS5776T",21,"B","B","B","C","E","D","E","C","C","D","E","B","C","B","C","D","AD","DF","B","C",0
"4651","DIZFG5464L",33,"A","B","B","C","D","D","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4652","KPVJT8425T",26,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","C","D","A","DG","B","C",0
"4653","HCDWI9334L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"4654","APCNN4165H",27,"B","B","B","E","D","E","E","C","C","D","E","A","A","F","C","D","AB","CDG",NA,"B",1
"4655","ENNYJ7240N",15,"B","B","B","C","D","C","D","C","C","D","D","B","A","B","AF","D","A","DG","A","C",0
"4656","CZFNF3835W",26,"B","B","B","C","D","A","E","C","C","D","D","A","A","B","C","D","ACD","DG","AD","DF",0
"4657","UWSTG5688A",37,"B","B","B","C","C","A","B","C","B","D","A","A","A","E","AF","D","AD","DG","B","C",0
"4658","HCTUM5116D",3,"B","B","B","C","C","C","E","C","A","D","E","A","A","B","ABEF","AD","BCD","DF","BE","C",0
"4659","LWEDA9617G",19,"B","B","B","E","C","C","B","B","B","C","E","C","C","E","BC","C","BD","CF","C","E",0
"4660","QJCSK4252M",26,"B","B","B","C","D","E","E","C","C","C","D","B","C","F","C","B","D","ACDF","AB","C",0
"4661","IISPL3103S",27,"A","C","B","C","F","D","D","C","C","D","F","A","A","F","C","B","A","DF","ABC","B",0
"4662","IFFQJ7268D",7,"A","A","B","C","A","D","B","C","A","D","B","A","D","F","BE","D","E","ADF","BD","CD",0
"4663","JUQTN7458I",29,"A","A","D","B","D","D","D","B","D","E","F","D",NA,"E","AD","AC","BE","CF",NA,"CD",2
"4664","OYKWS5751U",40,"B","B","B","C","C","C","E","C","C","D","E","A","C","F","C","D","ACD","DG","B","C",0
"4665","XFGFP4700J",22,"B","B","B","C","D","C","E","C","C","D","D","B","A","F","C","D","ACD","DG","AB","C",0
"4666","NEPRK0103H",10,"A","B","D","C","C","D","D","D","B","B","C","A","D","D","ABCEF","B","AB","F","AE","BD",0
"4667","XFJCE2352I",7,"A","A","B","D","D","B",NA,"D","C","C","A","B","C","B","AD","AD","AC","BE","BCE","CDE",1
"4668","NWGTA7131X",31,"B","B","B","C","C","C","D","E","C","D","B","A","A","B","ABCEF","D",NA,"DG","AB","C",1
"4669","ISKOF2697C",18,"B","B","B","E","C","A","E","C","C","D","E","B","A","B","AB","D","AD","ADF","BC","C",0
"4670","YWZGN0326G",29,"B","B","B","C","D","D","E","C","C","D","B","B","A","B","AF","B","E","DG","AC","CD",0
"4671","MKXJC6956P",38,"B","B","B","C","D","C","E","C","C","D","B","A","A","B","C","D","ACD","DG","B","C",0
"4672","HULBZ2282Y",25,"D","A","B","E","C","D","D","C","A","D","A","C","A","B","C","ABC","ACD","CD","B","D",0
"4673","NDRIH7203D",20,"A","B","B","E","C","A","D","C","B","D","E","A","A","B","BE","D","A","ADF","AB","B",0
"4674","MTZYX2560L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"4675","YMAWL6454P",27,"A","B","B","C","D","C","D","C","C","D","F","B","A","B","C","AB","A","CD","A","B",0
"4676","WRVMU7517T",20,"B","B","B","C","C","C","E","C","B","D","E","A","A","B","C","B","CD","DG","A","C",0
"4677","WRBZV4803X",26,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","B","A","ADG","A","C",0
"4678","CALXF0206R",8,"B","B","B","D","A","C","D","C","B","C","B","E","A","E","ABD","BD","DE","ACF","AB","CD",0
"4679","JIGUH3306H",21,"A","B","B","D","B","A","D","B","B","B","A","D","C","E","BE","C","B","ABG","DE",NA,1
"4680","PUFPF3944L",24,"B","A","B","C","B","C","D","B","C","D","B","A","A","D","AF","B","E","ADG","ABCDE","C",0
"4681","BWGDD4082S",32,"B","B","D","C","F","A","E","A","D","D","D","A","A","F","C","D","ACD","DG","AB","C",0
"4682","GCSSJ0818P",29,"A","B","B","C","C","C","D","C","C","D","E","A","B","B","C","D","ACD","AE","B","C",0
"4683","LPJQK1537M",23,"A","B","C","C","B","D","D","E","B","E","E","B","D","G","CD",NA,"AB","ABEG","BC","CD",1
"4684","ZJSST4876R",13,"B","C","C","C","C","C","C","D","E","C","E","B","A","D","AB","C","CD","ACD","ACD","C",0
"4685","VJNMO8124H",15,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","AB","C",0
"4686","TDKRF6748M",24,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","D","A","DG","B","C",0
"4687","URAWD4907C",36,"B","B","B","C","C","C","E","C","C","D","E","A","A","F","C","B","ACD","DG","B","C",0
"4688","CGGXU7611L",20,"A","B","B","E","C","D","D","C","B","C","B","A","A","F","C","AB","AC",NA,"C","C",1
"4689","ERGJY7006K",16,"B","B","B","E","B","B","E","C","A","B","C","B","B","G","BD","CD","ABCD","ABF","BD","A",0
"4690","GVHPF0210K",32,"B","A","B","C","D","C","E","B","C","D","E","A","A","B","C","D","ACD","ADG","B","C",0
"4691","QNIZM8070Z",15,"A","A","A","B","A","D","D","B","B","C","E","B","C","F","CE","BE","ABCD","ADG","A",NA,1
"4692","YFYOD4149U",36,"A","B","B","C","D","E","E","C","E","D","D","B","A","B","AF","D",NA,"ADG","AB","ACE",1
"4693","HJDPQ7464H",17,"A","C","C","A","B","A","C","E","A","A","B","C","D","B",NA,"B",NA,"ABCD",NA,NA,4
"4694","NKTOZ3255N",16,"B","B","D","C","A","A","E","C","C","E","C","B","E","B","CD","D","AD","BE","AB","AD",0
"4695","EFQFO7076P",30,"B","B","B","D","D","C","E","C","C","D","D","A","A","C","C","D","AC","DF","B","C",0
"4696","OHGUL8882E",33,"A","B","B","C",NA,"C","E","C","C","D","F","A","A","F","C","D","D","ADF","B","C",1
"4697","FIEGR4391Z",37,"B","B","B","C","D","C","E","C","B","D","D","B","A","B","C","D","ACD","DG","B","C",0
"4698","OTSKK6917S",16,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","C","D","A","DG","B","C",0
"4699","LKYZG9304Z",29,"B","B","B","C","D","B","D","C","C","D","E","A","A","B","ABCEF","D","ACD","DG","B","C",0
"4700","PIZST0999J",25,"B","B","B","C","A","C","D","C","B","B","F","B","D","B","CF","BD","D","ADG","AB","CDF",0
"4701","JUJGU7640Z",38,"B","B","B","C","C","C","E","C","C","D","D","D","C","B","C","B","ACD","DG","B","C",0
"4702","OZTFY5165E",27,"B","A","B","C","D","C","E","C","C","D","E","A","A","B","C","D","AC","AEF","BC","C",0
"4703","XKGRR7954O",21,"D","B","A","D","D","A","E","E","B","A","B","A","A","F","BE","B","A","BCDG","E","B",0
"4704","HKEQJ1095C",28,"B","B","B","C","B","C","E","C","D","D","F","A","A","B","BE","D","AD","DF","B","C",0
"4705","NMVKE0490X",28,"B","B","B","C","C","C","E","C","B","D","C","B","A","C","C","B","AD","DF","B","C",0
"4706","BFSJX2931J",27,"B","B","B","C","E","C","E","C","C","D","E","B","A","B","C","D","ACD","F","B","B",0
"4707","IZBEA6420A",19,"B","B","B","C","D","C","E","C","C","D","E","B","A","B","C","D","ACD","DG","B","BC",0
"4708","NSTJP9922Z",23,"A","A","B","E","C","D","E","C","C","A","D","B","B","B","BE","B","AD","ACF","B","C",0
"4709","UDOIO5683Q",13,"A","C","C","D","A","D","B","B","D","C","F","A","B","D","CE","BD","A","ACDG","BD","A",0
"4710","DGOKG5518K",17,"B","B","B","C","C","C","E","C","C","D","E","B","A","B","C","D","ACD","ADG","B","C",0
"4711","AEFTI7269R",22,"B","B","B","C","B","C","E","C","C","D","E","B","A","B","C","D","ACD","DG","B","C",0
"4712","OYOBW8368E",31,"B","A","B","C","D","C","E","C","B","D","B","A","A","F","BE","AB","AB","DG","BC","B",0
"4713","QOJJJ6297P",23,"B","B","B","C","C","C","D","C","B","D","E","A","A","B","C","D","ACD","DG","ABE","C",0
"4714","VYPNU6648U",14,"B","B","B","C","C","C","D","C","C","D","D","B","C","B","CD","D","AD","DF","B","C",0
"4715","RKBTL0122O",33,"A","B","B","C","C","C","E","C","C","D","A","A","A","F","C","AD","ACD","ADG","B","C",0
"4716","PFYZU0882D",25,"B","B","B","C","A","C","B","C","B","D","C","A","A","C","ABE","D","ACD","DF","AB","C",0
"4717","HALDC0816A",34,"B","B","B","C","D","B","D","C","C","D","D","B","A","G","C","D","AC","AC","B","C",0
"4718","GFGOX8395G",20,"B","B","B","C","D","C","D","C","D","D","E","A","A","B","C","D","ACD","AD","B","B",0
"4719","HPFDF8620W",24,"A","B","B","C","D","C","E","C","C","D","F","A","D","F","CD","D","ACD","DG","AB","C",0
